uid,gid,player,del,first,last,name,position1,pat,fgs,fgm,fgl,fp,game,seas,year,team
8479,4276,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,3,0,0,11,2,4,2016,WAS
8481,4277,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,0,2,1,1,15,2,3,2016,KC
8482,4278,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,2,11,2016,NE
8484,4279,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,1,1,1,0,8,2,1,2016,NO
8488,4281,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,1,0,5,2,8,2016,TEN
8489,4281,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,1,0,8,2,11,2016,DET
8490,4282,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,0,2,1,0,10,1,5,2016,LA
8491,4282,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,0,0,3,2,9,2016,SEA
8494,4284,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,2,0,0,9,2,15,2016,ATL
8496,4285,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,3,1,0,15,2,4,2016,DEN
8497,4285,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,1,1,11,2,21,2016,IND
8498,4286,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,5,1,0,0,8,2,2,2016,SD
8499,4286,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,0,0,0,2,2,2,2016,JAC
8500,4287,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,0,0,0,2,2,10,2016,GB
8504,4289,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,0,0,9,3,11,2016,NE
8507,4291,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,1,2,1,17,3,5,2016,BAL
8508,4291,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,0,1,0,6,3,2,2016,JAC
8510,4292,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,1,2,0,12,1,3,2016,CLE
8511,4293,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,1,0,0,5,3,12,2016,CIN
8512,4293,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,1,0,0,5,3,4,2016,DEN
8513,4294,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,1,0,11,3,10,2016,GB
8514,4294,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,0,1,1,12,3,11,2016,DET
8517,4296,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,1,0,0,4,3,8,2016,TEN
8520,4297,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,3,2,0,19,3,4,2016,WAS
8521,4298,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,4,0,0,1,9,2,5,2016,LA
8523,4299,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,3,0,0,13,3,9,2016,SEA
8525,4300,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,1,0,0,6,3,3,2016,KC
8526,4300,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,1,0,0,3,3,10,2016,NYJ
8527,4301,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,0,0,1,0,4,3,3,2016,PIT
8529,4302,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,0,0,8,3,21,2016,IND
8530,4302,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,2,1,0,11,3,2,2016,SD
8531,4303,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,4,0,1,0,8,3,6,2016,DAL
8533,4304,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,3,0,0,1,8,3,1,2016,NO
8534,4304,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,6,1,0,0,9,3,15,2016,ATL
8535,4305,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,3,0,19,4,12,2016,CIN
8537,4306,JM-7000,KEEP,Jason,Myers,Jason Myers,K,3,1,2,0,14,4,2,2016,JAC
8538,4306,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,1,1,12,4,21,2016,IND
8540,4307,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,0,0,0,0,0,4,11,2016,NE
8541,4308,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,6,1,0,1,14,4,15,2016,ATL
8543,4309,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,4,0,1,0,8,4,4,2016,WAS
8544,4309,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,0,1,1,11,2,3,2016,CLE
8546,4310,MP-2100,KEEP,Matt,Prater,Matt Prater,K,0,1,0,1,8,4,11,2016,DET
8548,4311,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,1,1,0,8,4,5,2016,BAL
8549,4312,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,1,0,0,5,4,10,2016,NYJ
8550,4312,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,3,1,0,1,11,4,9,2016,SEA
8552,4313,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,1,1,0,9,4,8,2016,TEN
8553,4314,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,2,0,0,9,4,4,2016,DEN
8555,4315,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,1,0,0,6,4,6,2016,DAL
8557,4316,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,2,1,0,0,5,3,5,2016,LA
8559,4317,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,5,0,0,0,5,4,1,2016,NO
8560,4317,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,4,1,1,0,11,4,2,2016,SD
8561,4318,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,5,0,0,0,5,4,3,2016,PIT
8562,4318,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,0,0,0,2,4,3,2016,KC
8568,4321,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,1,2,2,23,5,21,2016,IND
8571,4323,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,5,11,2016,NE
8572,4323,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,0,0,0,1,3,3,2016,CLE
8573,4324,NF-0300,KEEP,Nick,Folk,Nick Folk,K,1,1,1,0,8,5,10,2016,NYJ
8574,4324,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,4,0,1,0,8,5,3,2016,PIT
8575,4325,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,1,0,0,6,5,11,2016,DET
8577,4326,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,3,0,1,0,7,5,8,2016,TEN
8579,4327,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,1,0,0,4,5,5,2016,BAL
8580,4327,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,1,1,0,0,4,5,4,2016,WAS
8581,4328,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,1,0,12,5,15,2016,ATL
8582,4328,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,1,1,2,0,12,5,4,2016,DEN
8583,4329,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,3,0,1,15,4,5,2016,LA
8585,4330,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,4,0,0,0,4,5,6,2016,DAL
8586,4330,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,0,0,2,5,12,2016,CIN
8588,4331,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,4,1,0,0,7,5,2,2016,SD
8589,4332,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,1,0,12,4,10,2016,GB
8593,4334,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,4,0,0,13,6,2,2016,SD
8594,4334,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,1,1,1,0,8,6,4,2016,DEN
8595,4335,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,3,0,0,11,6,5,2016,BAL
8597,4336,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,5,1,0,1,13,5,1,2016,NO
8599,4337,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,1,0,10,6,11,2016,NE
8600,4337,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,1,0,0,5,6,12,2016,CIN
8601,4338,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,0,0,0,4,6,8,2016,TEN
8602,4338,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,1,1,0,9,4,3,2016,CLE
8604,4339,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,1,0,0,5,5,2,2016,JAC
8605,4340,MP-2100,KEEP,Matt,Prater,Matt Prater,K,4,1,0,0,7,6,11,2016,DET
8606,4340,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,4,0,0,0,4,5,5,2016,LA
8607,4341,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,3,1,0,1,11,6,4,2016,WAS
8610,4342,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,1,0,0,0,1,6,3,2016,PIT
8614,4344,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,1,1,0,9,5,3,2016,KC
8615,4345,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,0,2,0,10,5,9,2016,SEA
8616,4345,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,0,0,6,6,15,2016,ATL
8617,4346,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,2,1,0,13,6,6,2016,DAL
8618,4346,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,2,1,0,11,5,10,2016,GB
8619,4347,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,1,0,12,6,21,2016,IND
8622,4348,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,1,0,0,3,6,10,2016,NYJ
8623,4349,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,1,0,9,6,10,2016,GB
8625,4350,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,1,0,0,4,6,5,2016,LA
8626,4350,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,0,0,5,1,12,2016,NYG
8627,4351,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,0,2,1,14,7,5,2016,BAL
8628,4351,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,0,6,7,10,2016,NYJ
8631,4353,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,4,1,0,0,7,7,12,2016,CIN
8632,4353,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,1,0,0,5,5,3,2016,CLE
8633,4354,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,2,0,0,10,7,21,2016,IND
8634,4354,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,0,2,0,10,7,8,2016,TEN
8637,4356,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,3,0,0,0,3,6,1,2016,NO
8638,4356,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,1,1,0,10,6,3,2016,KC
8640,4357,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,2,1,0,11,6,2,2016,JAC
8641,4358,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,1,0,9,7,11,2016,DET
8642,4358,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,1,0,0,5,7,4,2016,WAS
8643,4359,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,3,2,2,0,17,7,2,2016,SD
8644,4359,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,2,1,0,13,7,15,2016,ATL
8647,4361,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,0,0,0,3,7,11,2016,NE
8648,4361,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,1,1,2,0,12,7,3,2016,PIT
8650,4362,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,1,0,7,6,9,2016,SEA
8652,4363,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,2,0,0,9,7,4,2016,DEN
8653,4364,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,3,3,0,0,12,8,8,2016,TEN
8654,4364,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,0,0,0,2,7,2,2016,JAC
8655,4365,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,3,1,1,0,10,8,4,2016,WAS
8656,4365,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,0,0,0,3,8,12,2016,CIN
8657,4366,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,1,0,8,8,11,2016,DET
8659,4367,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,1,0,10,8,15,2016,ATL
8660,4367,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,0,0,6,7,10,2016,GB
8661,4368,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,2,1,0,13,7,3,2016,KC
8662,4368,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,0,0,2,8,21,2016,IND
8664,4369,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,1,13,8,11,2016,NE
8665,4370,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,1,1,0,9,6,3,2016,CLE
8666,4370,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,1,0,0,7,8,10,2016,NYJ
8669,4372,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,1,1,0,9,7,9,2016,SEA
8670,4372,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,1,2,1,1,16,7,1,2016,NO
8671,4373,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,2,0,0,9,8,4,2016,DEN
8672,4373,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,0,0,0,1,8,2,2016,SD
8676,4375,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,2,1,0,12,7,6,2016,DAL
8680,4377,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,1,1,16,9,15,2016,ATL
8681,4378,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,1,0,0,4,7,3,2016,CLE
8682,4378,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,5,0,0,0,5,8,6,2016,DAL
8683,4379,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,1,2,15,9,11,2016,DET
8685,4380,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,1,3,0,1,15,8,3,2016,KC
8686,4380,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,0,0,0,2,8,2,2016,JAC
8687,4381,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,3,0,0,11,9,10,2016,NYJ
8689,4382,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,0,0,0,4,2,12,2016,NYG
8691,4383,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,0,2,0,9,8,5,2016,BAL
8692,4383,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,2,0,0,0,2,8,3,2016,PIT
8693,4384,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,1,0,0,4,7,5,2016,LA
8696,4385,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,5,1,1,0,12,8,1,2016,NO
8697,4386,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,0,0,7,9,21,2016,IND
8698,4386,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,2,0,0,8,8,10,2016,GB
8699,4387,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,4,3,0,0,13,9,2,2016,SD
8700,4387,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,5,0,0,0,5,9,8,2016,TEN
8702,4388,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,0,1,1,11,9,4,2016,DEN
8704,4389,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,0,1,0,8,8,9,2016,SEA
8705,4390,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,1,1,0,9,9,5,2016,BAL
8706,4390,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,0,0,0,1,8,3,2016,CLE
8708,4391,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,0,1,2,0,11,10,15,2016,ATL
8711,4393,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,2,0,1,13,10,4,2016,DEN
8712,4393,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,2,1,0,0,5,9,1,2016,NO
8713,4394,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,5,1,0,1,13,10,8,2016,TEN
8714,4394,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,2,0,0,7,9,10,2016,GB
8716,4395,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,0,1,1,10,9,2,2016,JAC
8718,4396,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,0,3,1,0,13,9,3,2016,KC
8719,4397,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,0,3,0,0,9,8,5,2016,LA
8720,4397,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,0,0,0,0,10,10,2016,NYJ
8721,4398,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,3,0,1,16,9,4,2016,WAS
8723,4399,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,3,0,1,0,7,10,2,2016,SD
8725,4400,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,1,1,1,14,9,6,2016,DAL
8726,4400,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,0,2,0,0,6,9,3,2016,PIT
8729,4402,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,0,0,6,9,11,2016,NE
8730,4402,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,3,1,0,14,9,9,2016,SEA
8731,4403,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,0,0,3,3,12,2016,NYG
8732,4403,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,0,0,8,9,12,2016,CIN
8734,4404,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,2,2,0,0,8,10,1,2016,NO
8735,4405,KF-0250,KEEP,Kai,Forbath,Kai Forbath,K,3,1,0,0,6,1,6,2016,MIN
8737,4406,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,0,1,0,6,10,5,2016,BAL
8738,4406,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,2,0,0,9,10,6,2016,DAL
8740,4407,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,0,0,0,0,10,12,2016,CIN
8742,4408,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,1,0,5,4,12,2016,NYG
8743,4409,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,1,0,1,9,10,2,2016,JAC
8744,4409,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,1,0,9,10,11,2016,DET
8745,4410,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,1,3,0,0,10,10,3,2016,PIT
8746,4410,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,0,1,0,0,3,9,3,2016,CLE
8747,4411,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,1,0,0,5,10,3,2016,KC
8749,4412,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,1,0,7,10,21,2016,IND
8750,4412,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,0,1,0,6,11,8,2016,TEN
8751,4413,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,0,1,0,5,9,5,2016,LA
8753,4414,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,0,0,6,10,11,2016,NE
8755,4415,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,2,0,0,8,10,9,2016,SEA
8757,4416,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,3,1,0,0,6,10,4,2016,WAS
8758,4416,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,0,0,6,10,10,2016,GB
8761,4418,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,2,0,12,11,11,2016,DET
8762,4418,KF-0250,KEEP,Kai,Forbath,Kai Forbath,K,1,2,0,0,7,2,6,2016,MIN
8763,4419,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,4,0,1,0,8,11,6,2016,DAL
8764,4419,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,2,0,0,8,11,4,2016,WAS
8765,4420,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,4,0,0,0,4,11,3,2016,PIT
8766,4420,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,0,1,11,21,2016,IND
8768,4421,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,5,0,1,0,9,11,15,2016,ATL
8769,4422,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,1,0,3,19,11,5,2016,BAL
8770,4422,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,2,0,0,6,11,12,2016,CIN
8771,4423,JM-7000,KEEP,Jason,Myers,Jason Myers,K,3,0,0,0,3,11,2,2016,JAC
8773,4424,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,3,0,0,0,3,10,5,2016,LA
8774,4424,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,7,0,0,0,7,11,1,2016,NO
8775,4425,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,0,0,3,5,12,2016,NYG
8776,4425,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,2,0,0,7,10,3,2016,CLE
8778,4426,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,3,0,0,0,3,11,2,2016,SD
8782,4428,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,3,2,0,0,9,12,8,2016,TEN
8784,4429,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,0,1,0,4,11,9,2016,SEA
8787,4431,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,0,1,7,11,10,2016,NYJ
8788,4431,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,2,1,0,11,11,11,2016,NE
8789,4432,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,2,0,0,8,11,3,2016,KC
8790,4432,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,1,1,0,10,11,4,2016,DEN
8791,4433,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,0,0,9,11,10,2016,GB
8793,4434,KF-0250,KEEP,Kai,Forbath,Kai Forbath,K,0,2,1,0,10,3,6,2016,MIN
8794,4434,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,1,0,0,5,12,6,2016,DAL
8795,4435,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,0,1,0,5,12,2,2016,JAC
8796,4435,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,1,1,0,9,12,4,2016,DEN
8797,4436,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,4,0,1,18,12,11,2016,DET
8798,4436,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,1,1,1,0,8,12,1,2016,NO
8799,4437,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,12,10,2016,GB
8801,4438,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,2,0,1,12,12,15,2016,ATL
8802,4438,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,0,0,0,3,12,3,2016,KC
8803,4439,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,1,3,0,17,12,11,2016,NE
8804,4439,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,0,1,0,5,11,5,2016,LA
8805,4440,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,5,0,0,1,10,12,5,2016,BAL
8807,4441,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,4,0,0,14,12,12,2016,CIN
8813,4444,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,1,2,1,0,11,2,5,2016,PIT
8814,4444,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,6,12,2016,NYG
8815,4445,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,3,0,0,0,3,12,2,2016,SD
8818,4446,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,1,1,1,14,12,4,2016,WAS
8819,4447,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,4,0,0,16,12,9,2016,SEA
8821,4448,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,1,0,1,13,12,21,2016,IND
8822,4448,NF-0300,KEEP,Nick,Folk,Nick Folk,K,1,1,0,0,4,12,10,2016,NYJ
8824,4449,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,0,0,0,3,13,3,2016,KC
8828,4451,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,1,10,13,11,2016,DET
8829,4452,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,1,0,6,13,12,2016,CIN
8830,4452,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,1,0,0,4,11,3,2016,CLE
8831,4453,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,1,1,10,13,8,2016,TEN
8832,4453,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,1,1,0,0,4,13,4,2016,DEN
8833,4454,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,1,0,0,5,13,21,2016,IND
8835,4455,KF-0250,KEEP,Kai,Forbath,Kai Forbath,K,1,1,3,0,16,4,6,2016,MIN
8836,4455,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,1,1,1,13,13,2,2016,JAC
8838,4456,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,0,2,1,0,10,13,1,2016,NO
8839,4457,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,3,2,0,0,9,12,3,2016,PIT
8842,4458,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,1,0,0,4,13,2,2016,SD
8844,4459,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,3,0,0,0,3,13,4,2016,WAS
8846,4460,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,2,0,1,11,13,10,2016,NYJ
8847,4461,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,6,0,0,0,6,13,15,2016,ATL
8848,4461,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,2,0,0,0,2,12,5,2016,LA
8849,4462,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,5,1,0,0,8,13,10,2016,GB
8850,4462,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,1,0,0,4,13,9,2016,SEA
8851,4463,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,0,0,0,1,13,6,2016,DAL
