pid,gid,year,week,fgxp,fkicker,first,last,name,dist,good
190427,1169,2004,9,FG,DB-3900,Doug,Brien,Doug Brien,36,0
190913,1172,2004,9,FG,KB-2300,Kris,Brown,Kris Brown,37,0
191193,1173,2004,9,FG,OK-0100,Ola,Kimrin,Ola Kimrin,51,0
191686,1176,2004,9,FG,JR-1100,Jeff,Reed,Jeff Reed,33,0
191829,1177,2004,9,FG,JC-0900,John,Carney,John Carney,46,0
192322,1180,2004,9,FG,MG-1200,Martin,Gramatica,Martin Gramatica,46,0
192791,1183,2004,10,FG,SC-0700,Steve,Christie,Steve Christie,44,0
193156,1185,2004,10,FG,JR-1100,Jeff,Reed,Jeff Reed,24,0
193391,1187,2004,10,FG,KB-2300,Kris,Brown,Kris Brown,55,0
193416,1187,2004,10,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,39,0
193578,1188,2004,10,FG,JH-0900,Jason,Hanson,Jason Hanson,32,0
194421,1193,2004,10,FG,PE-0100,Paul,Edinger,Paul Edinger,39,0
194443,1193,2004,10,FG,CH-2900,Craig,Hentrich,Craig Hentrich,58,0
194531,1193,2004,10,FG,CH-2900,Craig,Hentrich,Craig Hentrich,52,0
194674,1194,2004,10,FG,OK-0100,Ola,Kimrin,Ola Kimrin,47,0
195090,1197,2004,11,FG,BC-3000,Billy,Cundiff,Billy Cundiff,41,0
195412,1199,2004,11,FG,NR-0100,Neil,Rackers,Neil Rackers,50,0
195865,1202,2004,11,FG,DB-3900,Doug,Brien,Doug Brien,43,0
195932,1202,2004,11,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
195990,1202,2004,11,FG,PD-0200,Phil,Dawson,Phil Dawson,34,0
196142,1203,2004,11,FG,JS-1100,Josh,Scobee,Josh Scobee,44,0
196580,1206,2004,11,FG,JF-0900,Jay,Feely,Jay Feely,46,0
196757,1207,2004,11,FG,NK-0200,Nate,Kaeding,Nate Kaeding,42,0
196948,1208,2004,11,FG,OK-0100,Ola,Kimrin,Ola Kimrin,48,0
197139,1209,2004,11,FG,OM-0100,Olindo,Mare,Olindo Mare,34,0
197230,1210,2004,11,FG,TP-1200,Todd,Peterson,Todd Peterson,50,0
197336,1211,2004,11,FG,RL-1300,Ryan,Longwell,Ryan Longwell,49,0
197345,1211,2004,11,FG,KB-2300,Kris,Brown,Kris Brown,40,0
197689,1213,2004,12,FG,BC-3000,Billy,Cundiff,Billy Cundiff,52,0
197759,1213,2004,12,FG,PE-0100,Paul,Edinger,Paul Edinger,48,0
197872,1214,2004,12,FG,JH-0900,Jason,Hanson,Jason Hanson,48,0
198212,1216,2004,12,FG,JF-0900,Jay,Feely,Jay Feely,37,0
198230,1216,2004,12,FG,JC-0900,John,Carney,John Carney,37,0
198332,1217,2004,12,FG,MG-1200,Martin,Gramatica,Martin Gramatica,39,0
198350,1217,2004,12,FG,MG-1200,Martin,Gramatica,Martin Gramatica,26,0
198378,1217,2004,12,FG,JC-2100,Jeff,Chandler,Jeff Chandler,38,0
198387,1217,2004,12,FG,JC-2100,Jeff,Chandler,Jeff Chandler,38,0
198439,1217,2004,12,FG,MG-1200,Martin,Gramatica,Martin Gramatica,37,0
198701,1219,2004,12,FG,KB-2300,Kris,Brown,Kris Brown,41,0
198780,1220,2004,12,FG,NK-0200,Nate,Kaeding,Nate Kaeding,29,0
198854,1220,2004,12,FG,NK-0200,Nate,Kaeding,Nate Kaeding,52,0
199677,1225,2004,12,FG,OM-0100,Olindo,Mare,Olindo Mare,22,0
199963,1227,2004,12,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,48,0
200071,1227,2004,12,FG,JE-0200,Jason,Elam,Jason Elam,43,0
200094,1228,2004,12,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,42,0
200280,1229,2004,13,FG,SG-1100,Shayne,Graham,Shayne Graham,53,0
200469,1230,2004,13,FG,PE-0100,Paul,Edinger,Paul Edinger,52,0
200523,1230,2004,13,FG,MA-0700,Morten,Andersen,Morten Andersen,38,0
200980,1233,2004,13,FG,GA-0300,Gary,Anderson,Gary Anderson,43,0
201174,1234,2004,13,FG,RL-0900,Rian,Lindell,Rian Lindell,38,0
201956,1239,2004,13,FG,JE-0200,Jason,Elam,Jason Elam,43,0
202603,1243,2004,13,FG,JS-1100,Josh,Scobee,Josh Scobee,32,0
202696,1243,2004,13,FG,JS-1100,Josh,Scobee,Josh Scobee,60,0
202907,1245,2004,14,FG,NR-0100,Neil,Rackers,Neil Rackers,34,0
203453,1248,2004,14,FG,PD-0200,Phil,Dawson,Phil Dawson,45,0
203729,1250,2004,14,FG,BC-3000,Billy,Cundiff,Billy Cundiff,42,0
204439,1254,2004,14,FG,PE-0100,Paul,Edinger,Paul Edinger,47,0
204576,1255,2004,14,FG,JB-7100,Josh,Brown,Josh Brown,38,0
205069,1258,2004,14,FG,NK-0200,Nate,Kaeding,Nate Kaeding,51,0
205097,1258,2004,14,FG,JT-1000,Jay,Taylor,Jay Taylor,30,0
205269,1259,2004,14,FG,DA-0300,David,Akers,David Akers,48,0
205281,1259,2004,14,FG,JH-0500,John,Hall,John Hall,43,0
205446,1260,2004,14,FG,GA-0300,Gary,Anderson,Gary Anderson,50,0
205625,1261,2004,15,FG,JF-0900,Jay,Feely,Jay Feely,45,0
206237,1265,2004,15,FG,KB-2300,Kris,Brown,Kris Brown,42,0
206263,1265,2004,15,FG,PE-0100,Paul,Edinger,Paul Edinger,39,0
206596,1267,2004,15,FG,PD-0200,Phil,Dawson,Phil Dawson,39,0
206917,1269,2004,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,31,0
207321,1271,2004,15,FG,DB-3900,Doug,Brien,Doug Brien,30,0
207439,1272,2004,15,FG,GA-0300,Gary,Anderson,Gary Anderson,41,0
207666,1273,2004,15,FG,BC-3000,Billy,Cundiff,Billy Cundiff,46,0
207811,1274,2004,15,FG,JC-0900,John,Carney,John Carney,38,0
207946,1275,2004,15,FG,MS-5200,Matt,Stover,Matt Stover,31,0
207986,1275,2004,15,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,33,0
208342,1278,2004,16,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,43,0
208418,1278,2004,16,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,50,0
208565,1279,2004,16,FG,JE-0200,Jason,Elam,Jason Elam,34,0
208989,1281,2004,16,FG,JC-2100,Jeff,Chandler,Jeff Chandler,57,0
209304,1283,2004,16,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,47,0
209418,1284,2004,16,FG,JS-1100,Josh,Scobee,Josh Scobee,31,0
209457,1284,2004,16,FG,KB-2300,Kris,Brown,Kris Brown,34,0
209731,1286,2004,16,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,50,0
209909,1287,2004,16,FG,MS-5200,Matt,Stover,Matt Stover,44,0
210244,1289,2004,16,FG,NR-0100,Neil,Rackers,Neil Rackers,52,0
210521,1291,2004,16,FG,PD-0200,Phil,Dawson,Phil Dawson,43,0
210636,1292,2004,16,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,44,0
210865,1293,2004,17,FG,NR-0100,Neil,Rackers,Neil Rackers,35,0
210910,1293,2004,17,FG,NR-0100,Neil,Rackers,Neil Rackers,47,0
210968,1294,2004,17,FG,OM-0100,Olindo,Mare,Olindo Mare,53,0
211214,1295,2004,17,FG,RL-0900,Rian,Lindell,Rian Lindell,28,0
211404,1296,2004,17,FG,JC-0900,John,Carney,John Carney,38,0
211435,1296,2004,17,FG,JK-0200,John,Kasay,John Kasay,60,0
211948,1300,2004,17,FG,TP-1200,Todd,Peterson,Todd Peterson,39,0
212232,1302,2004,17,FG,DA-0300,David,Akers,David Akers,45,0
212290,1302,2004,17,FG,SG-1100,Shayne,Graham,Shayne Graham,37,0
212513,1303,2004,17,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,33,0
212669,1304,2004,17,FG,JF-0900,Jay,Feely,Jay Feely,39,0
212906,1305,2004,17,FG,DB-3900,Doug,Brien,Doug Brien,53,0
213055,1306,2004,17,FG,GA-0300,Gary,Anderson,Gary Anderson,27,0
213406,1309,2004,18,FG,DB-3900,Doug,Brien,Doug Brien,33,0
213567,1309,2004,18,FG,NK-0200,Nate,Kaeding,Nate Kaeding,40,0
213804,1311,2004,18,FG,MA-0700,Morten,Andersen,Morten Andersen,27,0
213825,1311,2004,18,FG,RL-1300,Ryan,Longwell,Ryan Longwell,28,0
214345,1314,2004,19,FG,DB-3900,Doug,Brien,Doug Brien,47,0
214352,1314,2004,19,FG,DB-3900,Doug,Brien,Doug Brien,43,0
215212,1320,2005,1,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,43,0
216030,1325,2005,1,FG,JS-1100,Josh,Scobee,Josh Scobee,43,0
216223,1326,2005,1,FG,MN-0800,Mike,Nugent,Mike Nugent,28,0
216280,1326,2005,1,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,32,0
216854,1330,2005,1,FG,RB-2200,Rob,Bironas,Rob Bironas,47,0
217443,1334,2005,1,FG,MS-5200,Matt,Stover,Matt Stover,38,0
217511,1334,2005,1,FG,MS-5200,Matt,Stover,Matt Stover,47,0
217547,1334,2005,1,FG,MS-5200,Matt,Stover,Matt Stover,45,0
217604,1335,2005,1,FG,DA-0300,David,Akers,David Akers,49,0
217678,1335,2005,1,FG,DA-0300,David,Akers,David Akers,49,0
218124,1338,2005,2,FG,DB-3900,Doug,Brien,Doug Brien,48,0
218205,1338,2005,2,FG,DB-3900,Doug,Brien,Doug Brien,36,0
218503,1340,2005,2,FG,JE-0200,Jason,Elam,Jason Elam,53,0
218526,1340,2005,2,FG,JE-0200,Jason,Elam,Jason Elam,53,0
218913,1343,2005,2,FG,JS-1100,Josh,Scobee,Josh Scobee,42,0
219064,1344,2005,2,FG,OM-0100,Olindo,Mare,Olindo Mare,21,0
219244,1345,2005,2,FG,DA-0300,David,Akers,David Akers,43,0
219918,1349,2005,2,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,50,0
219924,1349,2005,2,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,46,0
220000,1350,2005,2,FG,JC-5000,Jose,Cortez,Jose Cortez,41,0
220287,1351,2005,2,FG,JC-0900,John,Carney,John Carney,29,0
220558,1353,2005,3,FG,DB-3900,Doug,Brien,Doug Brien,39,0
220745,1354,2005,3,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
221141,1357,2005,3,FG,PE-0100,Paul,Edinger,Paul Edinger,33,0
221482,1359,2005,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,49,0
221619,1359,2005,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,37,0
221720,1360,2005,3,FG,JR-1100,Jeff,Reed,Jeff Reed,52,0
221737,1360,2005,3,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,53,0
222641,1365,2005,3,FG,JE-0200,Jason,Elam,Jason Elam,46,0
223080,1368,2005,4,FG,SG-1100,Shayne,Graham,Shayne Graham,42,0
223147,1369,2005,4,FG,JE-0200,Jason,Elam,Jason Elam,41,0
223152,1369,2005,4,FG,JE-0200,Jason,Elam,Jason Elam,46,0
223333,1370,2005,4,FG,TF-1200,Todd,France,Todd France,40,0
223460,1371,2005,4,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,37,0
223676,1372,2005,4,FG,RL-0900,Rian,Lindell,Rian Lindell,45,0
223698,1372,2005,4,FG,JC-0900,John,Carney,John Carney,32,0
223860,1373,2005,4,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,48,0
224212,1375,2005,4,FG,MB-4600,Matt,Bryant,Matt Bryant,46,0
224364,1376,2005,4,FG,RB-2200,Rob,Bironas,Rob Bironas,38,0
224417,1377,2005,4,FG,NN-0200,Nick,Novak,Nick Novak,39,0
224490,1377,2005,4,FG,JB-7100,Josh,Brown,Josh Brown,47,0
224558,1377,2005,4,FG,JB-7100,Josh,Brown,Josh Brown,47,0
224990,1380,2005,5,FG,JK-0200,John,Kasay,John Kasay,53,0
224997,1380,2005,5,FG,JK-0200,John,Kasay,John Kasay,62,0
225474,1383,2005,5,FG,RG-1500,Robbie,Gould,Robbie Gould,48,0
225839,1385,2005,5,FG,NN-0200,Nick,Novak,Nick Novak,38,0
226149,1387,2005,5,FG,JC-0900,John,Carney,John Carney,43,0
226168,1387,2005,5,FG,JC-0900,John,Carney,John Carney,43,0
226437,1389,2005,5,FG,MN-0800,Mike,Nugent,Mike Nugent,40,0
226535,1389,2005,5,FG,MN-0800,Mike,Nugent,Mike Nugent,48,0
227579,1396,2005,6,FG,PE-0100,Paul,Edinger,Paul Edinger,52,0
227635,1396,2005,6,FG,PE-0100,Paul,Edinger,Paul Edinger,32,0
227790,1397,2005,6,FG,JC-5000,Jose,Cortez,Jose Cortez,49,0
227811,1397,2005,6,FG,JC-5000,Jose,Cortez,Jose Cortez,48,0
227963,1398,2005,6,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,53,0
228070,1399,2005,6,FG,JH-0900,Jason,Hanson,Jason Hanson,47,0
228122,1399,2005,6,FG,JK-0200,John,Kasay,John Kasay,52,0
228454,1401,2005,6,FG,JC-0900,John,Carney,John Carney,47,0
228860,1403,2005,6,FG,JR-1100,Jeff,Reed,Jeff Reed,46,0
229086,1405,2005,6,FG,SG-1100,Shayne,Graham,Shayne Graham,52,0
229315,1406,2005,6,FG,KB-2300,Kris,Brown,Kris Brown,56,0
229429,1407,2005,6,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,48,0
230027,1410,2005,7,FG,RG-1500,Robbie,Gould,Robbie Gould,47,0
230069,1411,2005,7,FG,SG-1100,Shayne,Graham,Shayne Graham,30,0
230241,1412,2005,7,FG,JH-0900,Jason,Hanson,Jason Hanson,47,0
230521,1414,2005,7,FG,RL-1300,Ryan,Longwell,Ryan Longwell,53,0
230613,1414,2005,7,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
230795,1415,2005,7,FG,JE-0200,Jason,Elam,Jason Elam,49,0
231147,1417,2005,7,FG,NK-0200,Nate,Kaeding,Nate Kaeding,40,0
231290,1418,2005,7,FG,JC-5000,Jose,Cortez,Jose Cortez,29,0
231348,1419,2005,7,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,48,0
231375,1419,2005,7,FG,JC-0900,John,Carney,John Carney,45,0
231840,1422,2005,8,FG,JK-0200,John,Kasay,John Kasay,56,0
231853,1422,2005,8,FG,PE-0100,Paul,Edinger,Paul Edinger,33,0
232469,1426,2005,8,FG,JH-0900,Jason,Hanson,Jason Hanson,46,0
232752,1427,2005,8,FG,KB-2300,Kris,Brown,Kris Brown,38,0
232933,1428,2005,8,FG,OM-0100,Olindo,Mare,Olindo Mare,36,0
233012,1429,2005,8,FG,JF-0900,Jay,Feely,Jay Feely,51,0
233413,1431,2005,8,FG,MB-4600,Matt,Bryant,Matt Bryant,52,0
233446,1431,2005,8,FG,JN-0600,Joe,Nedney,Joe Nedney,39,0
233505,1432,2005,8,FG,JS-1100,Josh,Scobee,Josh Scobee,49,0
233579,1432,2005,8,FG,JS-1100,Josh,Scobee,Josh Scobee,44,0
233802,1434,2005,8,FG,RL-0900,Rian,Lindell,Rian Lindell,46,0
233844,1434,2005,8,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,44,0
233990,1435,2005,8,FG,MS-5200,Matt,Stover,Matt Stover,43,0
234357,1437,2005,9,FG,SG-1100,Shayne,Graham,Shayne Graham,48,0
234461,1438,2005,9,FG,RB-2200,Rob,Bironas,Rob Bironas,50,0
234564,1438,2005,9,FG,PD-0200,Phil,Dawson,Phil Dawson,39,0
234641,1439,2005,9,FG,RL-1300,Ryan,Longwell,Ryan Longwell,31,0
234677,1439,2005,9,FG,JR-1100,Jeff,Reed,Jeff Reed,51,0
235198,1443,2005,9,FG,JH-0900,Jason,Hanson,Jason Hanson,51,0
235276,1443,2005,9,FG,PE-0100,Paul,Edinger,Paul Edinger,52,0
235447,1444,2005,9,FG,RG-1500,Robbie,Gould,Robbie Gould,47,0
235525,1445,2005,9,FG,MN-0800,Mike,Nugent,Mike Nugent,51,0
236532,1451,2005,10,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,44,0
236549,1451,2005,10,FG,RL-0900,Rian,Lindell,Rian Lindell,28,0
236592,1451,2005,10,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,43,0
236606,1451,2005,10,FG,RL-0900,Rian,Lindell,Rian Lindell,31,0
236809,1453,2005,10,FG,RG-1500,Robbie,Gould,Robbie Gould,39,0
236846,1453,2005,10,FG,JN-0600,Joe,Nedney,Joe Nedney,52,0
237447,1457,2005,10,FG,OM-0100,Olindo,Mare,Olindo Mare,31,0
237579,1458,2005,10,FG,PE-0100,Paul,Edinger,Paul Edinger,40,0
237597,1458,2005,10,FG,PE-0100,Paul,Edinger,Paul Edinger,32,0
237653,1458,2005,10,FG,JF-0900,Jay,Feely,Jay Feely,28,0
237823,1459,2005,10,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,45,0
238389,1462,2005,10,FG,JR-1100,Jeff,Reed,Jeff Reed,44,0
238578,1463,2005,10,FG,DA-0300,David,Akers,David Akers,60,0
238742,1464,2005,11,FG,MK-1200,Michael,Koenen,Michael Koenen,55,0
238973,1466,2005,11,FG,JK-0200,John,Kasay,John Kasay,46,0
239557,1469,2005,11,FG,JH-0900,Jason,Hanson,Jason Hanson,50,0
239845,1471,2005,11,FG,JC-0900,John,Carney,John Carney,30,0
240063,1472,2005,11,FG,DA-0300,David,Akers,David Akers,38,0
240326,1474,2005,11,FG,JB-7100,Josh,Brown,Josh Brown,51,0
240810,1477,2005,11,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,45,0
241078,1479,2005,11,FG,PE-0100,Paul,Edinger,Paul Edinger,49,0
241367,1480,2005,12,FG,BC-3000,Billy,Cundiff,Billy Cundiff,34,0
241570,1482,2005,12,FG,NR-0100,Neil,Rackers,Neil Rackers,43,0
241653,1482,2005,12,FG,JS-1100,Josh,Scobee,Josh Scobee,38,0
241820,1483,2005,12,FG,JK-0200,John,Kasay,John Kasay,45,0
241957,1484,2005,12,FG,AE-0700,Aaron,Elling,Aaron Elling,54,0
242143,1485,2005,12,FG,KB-2300,Kris,Brown,Kris Brown,46,0
242643,1488,2005,12,FG,OM-0100,Olindo,Mare,Olindo Mare,38,0
243074,1490,2005,12,FG,JF-0900,Jay,Feely,Jay Feely,40,0
243087,1490,2005,12,FG,JF-0900,Jay,Feely,Jay Feely,54,0
243100,1490,2005,12,FG,JF-0900,Jay,Feely,Jay Feely,45,0
243253,1491,2005,12,FG,MB-4600,Matt,Bryant,Matt Bryant,29,0
243293,1492,2005,12,FG,JC-5000,Jose,Cortez,Jose Cortez,34,0
243452,1493,2005,12,FG,NK-0200,Nate,Kaeding,Nate Kaeding,42,0
243532,1493,2005,12,FG,NK-0200,Nate,Kaeding,Nate Kaeding,46,0
243612,1493,2005,12,FG,JH-0500,John,Hall,John Hall,53,0
243772,1494,2005,12,FG,MN-0800,Mike,Nugent,Mike Nugent,53,0
243825,1495,2005,12,FG,JR-1100,Jeff,Reed,Jeff Reed,41,0
244218,1497,2005,13,FG,TP-1200,Todd,Peterson,Todd Peterson,49,0
244417,1498,2005,13,FG,RG-1500,Robbie,Gould,Robbie Gould,43,0
244497,1499,2005,13,FG,PD-0200,Phil,Dawson,Phil Dawson,34,0
244785,1501,2005,13,FG,RB-2200,Rob,Bironas,Rob Bironas,51,0
245256,1504,2005,13,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,45,0
245436,1505,2005,13,FG,TF-1200,Todd,France,Todd France,43,0
245695,1506,2005,13,FG,JF-0900,Jay,Feely,Jay Feely,33,0
246095,1509,2005,13,FG,JH-0400,Jeff,Hall,Jeff Hall,45,0
246282,1510,2005,13,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,61,0
246481,1511,2005,13,FG,JB-7100,Josh,Brown,Josh Brown,40,0
246796,1513,2005,14,FG,RL-0900,Rian,Lindell,Rian Lindell,32,0
246845,1514,2005,14,FG,JK-0200,John,Kasay,John Kasay,42,0
247305,1516,2005,14,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,41,0
247887,1520,2005,14,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,29,0
248062,1521,2005,14,FG,DA-0300,David,Akers,David Akers,49,0
248554,1524,2005,14,FG,JB-7100,Josh,Brown,Josh Brown,50,0
248655,1525,2005,14,FG,RB-2200,Rob,Bironas,Rob Bironas,46,0
248773,1525,2005,14,FG,KB-2300,Kris,Brown,Kris Brown,37,0
248786,1525,2005,14,FG,KB-2300,Kris,Brown,Kris Brown,31,0
248837,1526,2005,14,FG,RL-1300,Ryan,Longwell,Ryan Longwell,38,0
250013,1533,2005,15,FG,DR-0600,Dave,Rayner,Dave Rayner,59,0
250221,1534,2005,15,FG,JS-1100,Josh,Scobee,Josh Scobee,52,0
250334,1535,2005,15,FG,OM-0100,Olindo,Mare,Olindo Mare,53,0
250547,1536,2005,15,FG,PE-0100,Paul,Edinger,Paul Edinger,32,0
250733,1537,2005,15,FG,JK-0200,John,Kasay,John Kasay,50,0
250815,1538,2005,15,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,51,0
250908,1538,2005,15,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,46,0
251141,1540,2005,15,FG,JB-7100,Josh,Brown,Josh Brown,36,0
251287,1541,2005,15,FG,BC-3000,Billy,Cundiff,Billy Cundiff,38,0
251553,1542,2005,15,FG,RG-1500,Robbie,Gould,Robbie Gould,44,0
251827,1544,2005,16,FG,NR-0100,Neil,Rackers,Neil Rackers,54,0
251997,1545,2005,16,FG,BC-3000,Billy,Cundiff,Billy Cundiff,32,0
252171,1546,2005,16,FG,RL-0900,Rian,Lindell,Rian Lindell,48,0
252508,1548,2005,16,FG,JE-0200,Jason,Elam,Jason Elam,52,0
252594,1549,2005,16,FG,JS-1100,Josh,Scobee,Josh Scobee,40,0
252672,1549,2005,16,FG,KB-2300,Kris,Brown,Kris Brown,38,0
252700,1549,2005,16,FG,KB-2300,Kris,Brown,Kris Brown,48,0
252817,1550,2005,16,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,52,0
253252,1553,2005,16,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,31,0
253297,1553,2005,16,FG,JB-7100,Josh,Brown,Josh Brown,57,0
253681,1555,2005,16,FG,TP-1200,Todd,Peterson,Todd Peterson,28,0
253688,1555,2005,16,FG,MB-4600,Matt,Bryant,Matt Bryant,27,0
253815,1556,2005,16,FG,JF-0900,Jay,Feely,Jay Feely,29,0
253936,1557,2005,16,FG,RL-1300,Ryan,Longwell,Ryan Longwell,38,0
253983,1557,2005,16,FG,RL-1300,Ryan,Longwell,Ryan Longwell,39,0
254666,1561,2005,17,FG,JE-0200,Jason,Elam,Jason Elam,28,0
256074,1570,2005,17,FG,MN-0800,Mike,Nugent,Mike Nugent,43,0
256649,1573,2005,17,FG,KB-2300,Kris,Brown,Kris Brown,31,0
256905,1575,2005,17,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,27,0
256948,1575,2005,17,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,53,0
256987,1575,2005,17,FG,SS-3100,Shaun,Suisham,Shaun Suisham,47,0
257146,1576,2005,18,FG,JS-1100,Josh,Scobee,Josh Scobee,41,0
257726,1580,2005,19,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,43,0
257896,1581,2005,19,FG,JH-0500,John,Hall,John Hall,36,0
258247,1583,2005,19,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,46,0
258488,1585,2005,20,FG,JB-7100,Josh,Brown,Josh Brown,49,0
258647,1586,2005,21,FG,JB-7100,Josh,Brown,Josh Brown,54,0
258661,1586,2005,21,FG,JB-7100,Josh,Brown,Josh Brown,50,0
258879,1587,2006,1,FG,JR-1100,Jeff,Reed,Jeff Reed,44,0
258905,1588,2006,1,FG,MK-1200,Michael,Koenen,Michael Koenen,50,0
258956,1588,2006,1,FG,MK-1200,Michael,Koenen,Michael Koenen,50,0
259448,1591,2006,1,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,51,0
259537,1592,2006,1,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,44,0
259919,1594,2006,1,FG,MN-0800,Mike,Nugent,Mike Nugent,34,0
259943,1594,2006,1,FG,MN-0800,Mike,Nugent,Mike Nugent,30,0
260145,1596,2006,1,FG,JB-7100,Josh,Brown,Josh Brown,41,0
260176,1596,2006,1,FG,JB-7100,Josh,Brown,Josh Brown,53,0
260253,1596,2006,1,FG,JH-0900,Jason,Hanson,Jason Hanson,52,0
260360,1597,2006,1,FG,DR-0600,Dave,Rayner,Dave Rayner,53,0
260544,1598,2006,1,FG,JS-1100,Josh,Scobee,Josh Scobee,49,0
260556,1598,2006,1,FG,SS-3100,Shaun,Suisham,Shaun Suisham,36,0
260740,1599,2006,1,FG,JN-0600,Joe,Nedney,Joe Nedney,34,0
260829,1600,2006,1,FG,JF-0900,Jay,Feely,Jay Feely,40,0
261054,1601,2006,1,FG,RL-1300,Ryan,Longwell,Ryan Longwell,54,0
261092,1601,2006,1,FG,JH-0500,John,Hall,John Hall,48,0
261268,1603,2006,2,FG,OM-0100,Olindo,Mare,Olindo Mare,55,0
261473,1604,2006,2,FG,RL-1300,Ryan,Longwell,Ryan Longwell,51,0
261614,1605,2006,2,FG,SG-1100,Shayne,Graham,Shayne Graham,44,0
261776,1606,2006,2,FG,JH-0900,Jason,Hanson,Jason Hanson,40,0
262286,1609,2006,2,FG,DA-0300,David,Akers,David Akers,49,0
262607,1611,2006,2,FG,MB-4600,Matt,Bryant,Matt Bryant,45,0
262635,1611,2006,2,FG,MK-1200,Michael,Koenen,Michael Koenen,30,0
262652,1611,2006,2,FG,MK-1200,Michael,Koenen,Michael Koenen,36,0
262694,1611,2006,2,FG,MB-4600,Matt,Bryant,Matt Bryant,43,0
262711,1611,2006,2,FG,MK-1200,Michael,Koenen,Michael Koenen,30,0
262724,1611,2006,2,FG,MK-1200,Michael,Koenen,Michael Koenen,40,0
262786,1612,2006,2,FG,NR-0100,Neil,Rackers,Neil Rackers,51,0
262803,1612,2006,2,FG,JB-7100,Josh,Brown,Josh Brown,30,0
262835,1612,2006,2,FG,NR-0100,Neil,Rackers,Neil Rackers,53,0
263029,1613,2006,2,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,46,0
263038,1613,2006,2,FG,JN-0600,Joe,Nedney,Joe Nedney,46,0
263128,1614,2006,2,FG,JE-0200,Jason,Elam,Jason Elam,44,0
263386,1615,2006,2,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,29,0
264263,1621,2006,3,FG,JR-1100,Jeff,Reed,Jeff Reed,48,0
264592,1623,2006,3,FG,JS-1100,Josh,Scobee,Josh Scobee,24,0
264641,1623,2006,3,FG,JS-1100,Josh,Scobee,Josh Scobee,49,0
264922,1625,2006,3,FG,OM-0100,Olindo,Mare,Olindo Mare,30,0
264931,1625,2006,3,FG,RB-2200,Rob,Bironas,Rob Bironas,51,0
265632,1629,2006,3,FG,DA-0300,David,Akers,David Akers,39,0
265876,1631,2006,3,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,37,0
266058,1632,2006,3,FG,MA-0700,Morten,Andersen,Morten Andersen,25,0
266362,1634,2006,4,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,26,0
266849,1637,2006,4,FG,RL-0900,Rian,Lindell,Rian Lindell,44,0
267022,1638,2006,4,FG,JC-0900,John,Carney,John Carney,43,0
