uid,gid,year,week,player,first,last,name,position1,team,details,pstat,gstat
28997,5172,2019,8,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
29867,5195,2019,10,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
30281,5207,2019,11,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
31073,5228,2019,12,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
31376,5236,2019,13,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
32005,5252,2019,14,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
33082,5278,2019,15,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
33496,5288,2019,16,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
33922,5298,2019,17,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
25664,5070,2019,1,KB-1812,K.J.,Brent,K.J. Brent,WR,TB,Undisclosed,,IR
25760,5074,2019,2,KB-1812,K.J.,Brent,K.J. Brent,WR,TB,Undisclosed,,IR
26527,5100,2019,3,KB-1812,K.J.,Brent,K.J. Brent,WR,TB,Undisclosed,,IR
27059,5116,2019,4,KB-1812,K.J.,Brent,K.J. Brent,WR,TB,Undisclosed,,IR
27557,5131,2019,5,KB-1812,K.J.,Brent,K.J. Brent,WR,TB,Undisclosed,,IR
34252,5305,2019,17,KH-2075,Krishawn,Hogan,Krishawn Hogan,WR,NO,Hamstring,,IR
34715,5316,2019,18,KH-2075,Krishawn,Hogan,Krishawn Hogan,WR,NO,Hamstring,,IR
28855,5168,2019,8,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
29566,5187,2019,9,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
30008,5199,2019,10,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
30385,5209,2019,11,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
30888,5223,2019,12,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
31326,5234,2019,13,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
32135,5255,2019,14,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee,,IR
32944,5275,2019,15,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee - Meniscus,,IR
33425,5286,2019,16,KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,DET,Knee - Meniscus,,IR
28058,5145,2019,6,KJ-1400,Kyle,Juszczyk,Kyle Juszczyk,RB,SF,Knee,DNP,Out
28512,5158,2019,7,KJ-1400,Kyle,Juszczyk,Kyle Juszczyk,RB,SF,Knee,DNP,Out
29097,5174,2019,8,KJ-1400,Kyle,Juszczyk,Kyle Juszczyk,RB,SF,Knee,DNP,Out
29284,5179,2019,9,KJ-1400,Kyle,Juszczyk,Kyle Juszczyk,RB,SF,Knee,DNP,Out
26580,5102,2019,3,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
27164,5119,2019,4,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
27541,5131,2019,5,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
27879,5140,2019,6,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
28619,5161,2019,7,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
28773,5165,2019,8,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
29882,5195,2019,10,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
30506,5213,2019,11,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
30832,5221,2019,12,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
31388,5236,2019,13,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
32259,5258,2019,14,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
33216,5281,2019,15,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
33584,5290,2019,16,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
34251,5305,2019,17,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
34716,5316,2019,18,KK-0825,Keith,Kirkwood,Keith Kirkwood,WR,NO,Hamstring,,IR
34422,5309,2019,17,KR-0312,Kalif,Raymond,Kalif Raymond,WR,TEN,Concussion,DNP,Out
25697,5072,2019,1,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
25886,5079,2019,2,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
26554,5101,2019,3,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
26766,5107,2019,4,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
27292,5123,2019,5,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
27835,5139,2019,6,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
28304,5152,2019,7,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
28934,5170,2019,8,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
29313,5180,2019,9,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
30453,5211,2019,11,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
30780,5220,2019,12,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
31843,5248,2019,13,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
32124,5254,2019,14,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
32733,5270,2019,15,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
33451,5287,2019,16,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
34402,5309,2019,17,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
34639,5314,2019,18,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
34852,5320,2019,19,KW-0550,Kahale,Warring,Kahale Warring,TE,HOU,Concussion,,IR
25608,5069,2019,1,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
25823,5077,2019,2,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
26387,5096,2019,3,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
27151,5119,2019,4,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
27614,5133,2019,5,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
28077,5146,2019,6,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
28649,5162,2019,7,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
29763,5192,2019,9,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
30174,5204,2019,10,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
30363,5209,2019,11,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
31156,5230,2019,12,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
31356,5235,2019,13,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
31960,5250,2019,14,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
33136,5279,2019,15,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
33827,5295,2019,16,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
34448,5310,2019,17,LL-0650,Lance,Lenoir,Lance Lenoir,WR,DAL,Knee,,IR
25700,5072,2019,1,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
25887,5079,2019,2,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
26553,5101,2019,3,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
26765,5107,2019,4,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
27291,5123,2019,5,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
27837,5139,2019,6,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
28302,5152,2019,7,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
28933,5170,2019,8,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
29312,5180,2019,9,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
30448,5211,2019,11,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
30781,5220,2019,12,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
31841,5248,2019,13,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
32123,5254,2019,14,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
32735,5270,2019,15,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
33454,5287,2019,16,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
34400,5309,2019,17,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
34636,5314,2019,18,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
34853,5320,2019,19,LM-1150,Lamar,Miller,Lamar Miller,RB,HOU,Knee - ACL,,IR
26834,5110,2019,4,MB-0020,Michael,Badgley,Michael Badgley,K,LAC,Right Groin,DNP,Out
25458,5063,2019,1,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
25752,5074,2019,2,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
26506,5099,2019,3,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
26745,5107,2019,4,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
27409,5127,2019,5,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
27763,5137,2019,6,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
29077,5174,2019,8,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
29501,5185,2019,9,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
29965,5198,2019,10,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
30307,5207,2019,11,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
30824,5221,2019,12,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
31690,5244,2019,13,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
32030,5252,2019,14,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
32896,5274,2019,15,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
33306,5284,2019,16,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
34235,5305,2019,17,MB-1175,Marcus,Baugh,Marcus Baugh,TE,CAR,Undisclosed,,IR
26228,5091,2019,3,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,DNP,Out
27271,5123,2019,5,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,DNP,IR
28021,5144,2019,6,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
28370,5154,2019,7,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
28995,5172,2019,8,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
29864,5195,2019,10,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
30278,5207,2019,11,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
31071,5228,2019,12,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
31372,5236,2019,13,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
33079,5278,2019,15,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
33493,5288,2019,16,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
33918,5298,2019,17,MB-3000,Matt,Bosher,Matt Bosher,K,ATL,Groin,,IR
28813,5166,2019,8,MB-3862,Malcolm,Brown,Malcolm Brown,RB,LA,Ankle,DNP,Out
25704,5072,2019,1,MD-0175,Matt,Dayes,Matt Dayes,RB,NO,Undisclosed,,IR
32958,5275,2019,15,ME-0600,Mike,Evans,Mike Evans,WR,TB,Hamstring,DNP,Out
33465,5287,2019,16,ME-0600,Mike,Evans,Mike Evans,WR,TB,Hamstring,,IR
33943,5298,2019,17,ME-0600,Mike,Evans,Mike Evans,WR,TB,Hamstring,,IR
25497,5065,2019,1,MF-0575,Matt,Flanagan,Matt Flanagan,TE,WAS,Undisclosed,,IR
26390,5096,2019,3,MG-0175,Michael,Gallup,Michael Gallup,WR,DAL,Knee,DNP,Out
27149,5119,2019,4,MG-0175,Michael,Gallup,Michael Gallup,WR,DAL,Knee,DNP,Out
34185,5304,2019,17,MG-0293,Myles,Gaskin,Myles Gaskin,RB,MIA,Ankle,,IR
33109,5278,2019,15,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
33567,5289,2019,16,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
34614,5313,2019,17,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
34797,5318,2019,19,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
35010,5323,2019,20,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
35042,5324,2019,21,MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,SF,Knee,,IR
31327,5234,2019,13,MH-0225,Marvin,Hall,Marvin Hall,WR,DET,Foot,DNP,IR
32136,5255,2019,14,MH-0225,Marvin,Hall,Marvin Hall,WR,DET,Foot,,IR
32948,5275,2019,15,MH-0225,Marvin,Hall,Marvin Hall,WR,DET,Foot,,IR
33434,5286,2019,16,MH-0225,Marvin,Hall,Marvin Hall,WR,DET,Foot,,IR
34043,5301,2019,17,MH-0225,Marvin,Hall,Marvin Hall,WR,DET,Foot,,IR
34356,5308,2019,17,MI-0100,Mark,Ingram,Mark Ingram,RB,BAL,Calf,DNP,Out
25335,5058,2019,1,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
25941,5081,2019,2,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
26332,5094,2019,3,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
26699,5106,2019,4,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
27634,5133,2019,5,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
28184,5149,2019,6,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
28464,5157,2019,7,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
29184,5177,2019,8,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
29684,5190,2019,9,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
29973,5198,2019,10,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
31192,5231,2019,12,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
31404,5237,2019,13,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
32295,5259,2019,14,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
32652,5268,2019,15,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
33890,5297,2019,16,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
34055,5301,2019,17,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
34886,5321,2019,19,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
34991,5323,2019,20,MJ-1175,Malcolm,Johnson,Malcolm Johnson,RB,GB,Shoulder,,IR
25544,5067,2019,1,MJ-1450,Marcus,Johnson,Marcus Johnson,WR,IND,Concussion,,IR
32949,5275,2019,15,MJ-2250,Marvin,Jones,Marvin Jones,WR,DET,Ankle,,IR
33433,5286,2019,16,MJ-2250,Marvin,Jones,Marvin Jones,WR,DET,Ankle,,IR
34044,5301,2019,17,MJ-2250,Marvin,Jones,Marvin Jones,WR,DET,Ankle,,IR
25436,5062,2019,1,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
26058,5085,2019,2,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
26274,5092,2019,3,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
26818,5109,2019,4,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
27674,5134,2019,5,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
27841,5139,2019,6,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
28228,5150,2019,7,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
29204,5177,2019,8,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
29414,5183,2019,9,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
30018,5200,2019,10,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
30731,5219,2019,11,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
31485,5239,2019,13,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
32377,5261,2019,14,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
32701,5269,2019,15,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
33868,5296,2019,16,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
34137,5303,2019,17,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
34864,5320,2019,19,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
34941,5322,2019,20,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
35031,5324,2019,21,MK-0715,Marcus,Kemp,Marcus Kemp,WR,KC,Knee,,IR
28681,5163,2019,7,ML-0050,Matt,LaCosse,Matt LaCosse,TE,NE,Knee,DNP,Out
29138,5175,2019,8,ML-0050,Matt,LaCosse,Matt LaCosse,TE,NE,Knee,DNP,Out
29751,5191,2019,9,ML-0050,Matt,LaCosse,Matt LaCosse,TE,NE,Knee,Limited,Out
28358,5153,2019,7,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Ankle,DNP,Out
29337,5180,2019,9,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
30494,5212,2019,11,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
31120,5229,2019,12,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
31612,5242,2019,13,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
32353,5260,2019,14,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
33044,5277,2019,15,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
33535,5288,2019,16,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
34128,5302,2019,17,ML-0650,Marqise,Lee,Marqise Lee,WR,JAC,Shoulder,,IR
30796,5220,2019,12,MM-0050,Marlon,Mack,Marlon Mack,RB,IND,Hand,DNP,Out
31643,5243,2019,13,MM-0050,Marlon,Mack,Marlon Mack,RB,IND,Hand,DNP,Out
28167,5148,2019,6,MR-2350,Mason,Rudolph,Mason Rudolph,QB,PIT,Concussion,Limited,Out
34370,5308,2019,17,MR-2350,Mason,Rudolph,Mason Rudolph,QB,PIT,Shoulder,,IR
25428,5062,2019,1,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
25912,5079,2019,2,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
26200,5090,2019,3,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
27108,5117,2019,4,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
27419,5127,2019,5,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
27876,5140,2019,6,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
28359,5153,2019,7,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
28886,5169,2019,8,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
29336,5180,2019,9,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
30495,5212,2019,11,MS-1625,Marcus,Simms,Marcus Simms,WR,JAC,Concussion,,IR
25357,5059,2019,1,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
26132,5088,2019,2,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
26225,5091,2019,3,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
26950,5113,2019,4,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
27269,5123,2019,5,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
28018,5144,2019,6,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
28368,5154,2019,7,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
28993,5172,2019,8,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
29862,5195,2019,10,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
30275,5207,2019,11,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
31069,5228,2019,12,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
31364,5236,2019,13,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
31993,5252,2019,14,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
33077,5278,2019,15,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
33490,5288,2019,16,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
33916,5298,2019,17,MS-1650,Matt,Simms,Matt Simms,QB,ATL,Undisclosed,,IR
30380,5209,2019,11,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,Hip,DNP,Out
30890,5223,2019,12,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,Hip,DNP,Out
31329,5234,2019,13,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,hip/back,DNP,Out
32137,5255,2019,14,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,hip/back,DNP,Out
32947,5275,2019,15,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,hip/back,DNP,Out
33432,5286,2019,16,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,Back,,IR
34038,5301,2019,17,MS-4100,Matthew,Stafford,Matthew Stafford,QB,DET,Back,,IR
27368,5126,2019,5,MT-1800,Mitchell,Trubisky,Mitchell Trubisky,QB,CHI,Left Shoulder,DNP,Out
34125,5302,2019,17,MW-0350,Michael,Walker,Michael Walker,WR,JAC,Hamstring,DNP,Out
28019,5144,2019,6,MW-1487,Matt,Wile,Matt Wile,K,ATL,Right Quadricep,DNP,Out
26837,5110,2019,4,MW-2825,Mike,Williams,Mike Williams,WR,LAC,Back,DNP,Out
34331,5307,2019,17,NA-0050,Nelson,Agholor,Nelson Agholor,WR,PHI,Knee,DNP,Out
34724,5317,2019,18,NA-0050,Nelson,Agholor,Nelson Agholor,WR,PHI,Knee,DNP,Out
30889,5223,2019,12,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
31328,5234,2019,13,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
32138,5255,2019,14,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
32945,5275,2019,15,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
33430,5286,2019,16,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
34040,5301,2019,17,NB-0125,Nick,Bawden,Nick Bawden,RB,DET,Knee,,IR
25913,5079,2019,2,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
26198,5090,2019,3,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
27109,5117,2019,4,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
27420,5127,2019,5,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
27877,5140,2019,6,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
28360,5153,2019,7,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
28887,5169,2019,8,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
29334,5180,2019,9,NF-0250,Nick,Foles,Nick Foles,QB,JAC,Collarbone,,IR
25683,5071,2019,1,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
25989,5082,2019,2,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
26415,5097,2019,3,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
26904,5111,2019,4,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
27467,5129,2019,5,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
27725,5136,2019,6,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
28680,5163,2019,7,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
29137,5175,2019,8,NH-0825,N'Keal,Harry,N'Keal Harry,WR,NE,Ankle,,IR
25741,5073,2019,1,NP-0182,Nathan,Peterman,Nathan Peterman,QB,OAK,Elbow,,IR
26087,5085,2019,2,NP-0182,Nathan,Peterman,Nathan Peterman,QB,OAK,Elbow,,IR
26474,5098,2019,3,NP-0182,Nathan,Peterman,Nathan Peterman,QB,OAK,Elbow,,IR
26940,5112,2019,4,NP-0182,Nathan,Peterman,Nathan Peterman,QB,OAK,Elbow,,IR
27379,5126,2019,5,NP-0182,Nathan,Peterman,Nathan Peterman,QB,OAK,Elbow,,IR
