player,first,last,name,position1,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16
CH-5000,Carlos,Hyde,Carlos Hyde,RB,11.0,0.5,7.1,2.6,4.3,1.5,2.3,2.2,9.6,3.0,5.6,5.699999999999999,1.2000000000000002,5.5,0,0
DF-1875,Devonta,Freeman,Devonta Freeman,RB,3.3,2.2,-0.10000000000000009,2.0,8.2,3.1,3.7,7.2,1.4000000000000001,2.8,0.7,3.0,0.8,3.0,14.399999999999999,1.6
DW-3125,Damien,Williams,Damien Williams,RB,0.0,1.9,-0.3,2.3,1.4,1.0999999999999999,0,5.1,6.1,3.8,-0.1,0.0,1.1,0.9,12.8,2.2
JW-2550,James,White,James White,RB,0,0,0,3.6,0,0,0,1.7,0,0,0,0.0,0,0,0,0.8
KS-1450,Keith,Smith,Keith Smith,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
RN-1250,Roosevelt,Nix,Roosevelt Nix,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
SP-0850,Senorise,Perry,Senorise Perry,RB,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,-0.1,0.0,0.0,0,0
AA-0025,Ameer,Abdullah,Ameer Abdullah,RB,15.4,1.8,10.200000000000001,4.4,0.5,6.9,4.3,0.3,2.2,4.6000000000000005,7.5,6.7,4.4,12.899999999999999,4.8,5.1000000000000005
DJ-1325,David,Johnson,David Johnson,RB,13.5,16.5,4.1,12.1,12.6,1.7000000000000002,2.4,4.800000000000001,0.8,8.6,8.9,18.0,12.299999999999999,42.900000000000006,18.700000000000003,5.9
DJ-1850,Duke,Johnson,Duke Johnson,RB,2.2,4.3,3.5,17.6,7.7,5.6,9.0,7.1,9.8,2.8,5.0,3.2,8.4,8.5,4.1,4.5
JA-0450,Jay,Ajayi,Jay Ajayi,RB,0,0,0,0,0,0,0,4.1,4.8,3.5999999999999996,5.8,3.2,1.5,10.2,2.3,0.2
JA-1025,Javorius,Allen,Javorius Allen,RB,3.4,0.7,1.2,1.9,5.8,2.1,3.5,3.1,2.3,11.5,14.4,25.0,3.8000000000000007,-0.19999999999999996,17.2,7.0
MB-3862,Malcolm,Brown,Malcolm Brown,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1.5
MB-5175,Mike,Burton,Mike Burton,RB,0,0.2,0,0.3,0.6,0,0.0,0,0.0,0,0,0.0,1.2,7.0,0,0.8
MD-0150,Mike,Davis,Mike Davis,RB,0,1.7999999999999998,1.1,0,0,0.0,0,1.7999999999999998,0,0,0,0.0,0,0,0,4.9
MG-1150,Melvin,Gordon,Melvin Gordon,RB,4.699999999999999,9.8,5.1,4.6,7.4,0.8999999999999999,2.9,6.1000000000000005,5.6,4.9,8.0,4.3,6.3,4.699999999999999,0,0
RM-5050,Raheem,Mostert,Raheem Mostert,RB,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-2.0,0
TC-2050,Tevin,Coleman,Tevin Coleman,RB,8.0,9.2,0,0,0.3,2.0,1.4,2.1,0.3,2.8,9.0,1.7000000000000002,1.5,2.3,0,0
TG-1950,Todd,Gurley,Todd Gurley,RB,0,0,1.4,16.1,15.9,28.3,22.6,16.9,14.9,10.6,3.0,4.1,26.7,13.9,15.0,0
TM-3150,Ty,Montgomery,Ty Montgomery,RB,0.0,3.7,7.4,2.5,11.9,1.5,0,0,0,0,0,0.0,0,0,0,0
TY-0150,T.J.,Yeldon,T.J. Yeldon,RB,6.699999999999999,8.3,4.2,10.9,12.299999999999999,0,18.4,10.100000000000001,6.699999999999999,8.2,8.2,19.6,6.3,0,0,0
ZZ-0100,Zach,Zenner,Zach Zenner,RB,0.6,0,0,1.3,3.7,1.5,0,0,0,0,0,0.0,0,0,0,0
AJ-0375,Andy,Janovich,Andy Janovich,RB,8.8,1.1,1.5,0,0.2,0,1.3,0,0,0.9,-0.1,0.0,0,0,0,0
CH-0525,C.J.,Ham,C.J. Ham,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
CP-2550,C.J.,Prosise,C.J. Prosise,RB,1.1,0,0,0,0,1.7,10.3,1.5,15.299999999999999,16.1,0,0.0,0,0,0,0
DB-2950,Devontae,Booker,Devontae Booker,RB,-1.2,5.1,2.5,3.0,5.9,5.3,14.700000000000001,12.4,3.0,8.799999999999999,10.100000000000001,9.7,1.1,3.3,5.1000000000000005,24.9
